stat_id,nb_no_action_d,nb_move_out_d,nb_move_out_and_kill_d,nb_move_forward_d,nb_get_stuck_behind_d,nb_enter_safezone_d,nb_move_in_safe_zone_d,nb_reach_goal_d,nb_kill_d,nb_reach_pied_escalier_d,nb_avance_recule_pied_escalier_d,nb_marche_1_d,nb_marche_2_d,nb_marche_3_d,nb_marche_4_d,nb_marche_5_d,nb_marche_6_d,nb_no_action_e,nb_move_out_e,nb_move_out_and_kill_e,nb_move_forward_e,nb_get_stuck_behind_e,nb_enter_safezone_e,nb_move_in_safe_zone_e,nb_reach_goal_e,nb_kill_e,nb_reach_pied_escalier_e,nb_avance_recule_pied_escalier_e,nb_marche_1_e,nb_marche_2_e,nb_marche_3_e,nb_marche_4_e,nb_marche_5_e,nb_marche_6_e
36543,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,2,0,29,0,0,0,0,1,2,3,2,1,0,0,0,0
36544,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,3,0,34,0,0,0,1,0,2,0,1,1,1,1,1,1
36545,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,3,0,31,0,0,0,0,1,2,0,2,2,2,1,1,0
36546,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,3,0,30,0,0,0,1,1,2,2,2,2,1,1,1,1
36547,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,3,0,25,0,0,0,1,1,2,0,2,2,2,1,1,1
36548,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,3,0,29,1,0,0,0,1,0,0,0,0,0,0,0,0
36549,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,5,0,32,0,0,0,0,1,2,1,2,2,2,2,1,0
36550,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,3,0,44,1,0,0,1,2,2,0,2,2,2,2,1,1
36551,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,2,1,37,0,0,0,0,0,1,1,1,1,1,0,0,0
36552,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,41,0,0,0,1,1,1,2,1,1,1,1,1,1
36553,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,4,0,49,0,0,0,1,2,1,2,2,1,1,1,1,1
36554,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,4,0,42,0,0,0,0,2,1,1,1,1,1,1,1,1
36555,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,2,0,26,1,0,0,0,1,2,0,2,2,2,2,2,0
36556,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,3,0,30,1,0,0,1,0,2,0,2,2,1,1,1,1
36557,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,5,0,55,1,0,0,1,2,2,2,1,1,1,1,1,1
36558,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,4,0,43,2,0,0,0,3,2,0,1,1,1,1,1,1
36559,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,4,0,47,1,0,0,0,2,2,0,2,2,2,2,1,1
36560,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,4,0,62,2,0,0,1,2,4,2,2,2,1,1,1,1
36561,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,4,1,59,0,0,0,1,3,1,2,1,1,1,1,1,1
36562,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,6,0,57,3,0,0,0,2,1,1,1,1,1,0,0,0
36563,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,4,0,43,1,0,0,1,3,2,0,2,2,2,1,1,1
36564,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,5,1,52,2,0,0,0,1,3,1,0,0,0,0,0,0
36565,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,6,0,37,0,0,0,0,1,1,0,0,0,0,0,0,0
36566,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,41,2,0,0,1,4,2,1,2,1,1,1,1,1
36567,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,4,1,42,0,0,0,0,0,2,0,1,1,1,1,0,0
36568,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,3,0,34,1,0,0,1,3,2,1,1,1,1,1,1,1
36569,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,39,1,0,0,0,1,2,0,1,1,0,0,0,0
36570,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,39,0,0,0,1,1,0,1,1,1,1,1,1,1
36571,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,3,0,32,0,0,0,1,3,2,0,1,1,1,1,1,1
36572,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,5,0,40,1,0,0,0,1,2,1,1,1,1,1,0,0
36573,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,2,0,26,1,0,0,1,2,2,1,1,1,1,1,1,1
36574,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,4,0,41,1,0,0,0,0,1,2,1,0,0,0,0,0
36575,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,3,0,37,0,0,0,1,2,2,0,2,1,1,1,1,1
36576,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,3,1,34,2,0,0,0,0,2,1,1,0,0,0,0,0
36577,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,3,0,22,0,0,0,0,0,1,0,1,0,0,0,0,0
36578,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,2,0,29,0,0,0,1,1,2,0,1,1,1,1,1,1
36579,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,40,0,0,0,1,1,1,0,1,1,1,1,1,1
36580,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,3,0,30,0,0,0,0,1,0,0,1,1,1,1,0,0
36581,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,0,29,1,0,0,1,1,1,0,1,1,1,1,1,1
36582,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,2,1,30,0,0,0,0,0,1,1,1,0,0,0,0,0
36583,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,4,1,47,1,0,0,1,1,1,0,1,1,1,1,1,1
36584,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,4,0,48,2,0,0,0,3,2,1,1,1,0,0,0,0
36585,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,2,0,32,0,0,0,1,1,2,0,2,2,2,1,1,1
36586,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,3,0,31,1,0,0,0,0,2,0,2,0,0,0,0,0
36587,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,2,1,33,0,0,0,1,0,2,0,2,2,2,2,2,1
36588,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,3,0,39,0,0,0,0,1,2,0,2,2,2,2,2,1
36589,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,5,0,29,0,0,0,1,1,2,0,2,2,2,2,1,1
36590,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,3,0,46,0,0,0,0,2,2,0,2,2,1,1,1,0
36591,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,3,0,31,0,0,0,0,0,2,0,2,2,2,1,1,0
36592,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,2,0,29,0,0,0,1,1,2,0,2,2,2,2,1,1
36593,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,4,0,43,0,0,0,0,0,2,1,1,1,1,0,0,0
36594,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,2,0,29,0,0,0,1,2,2,0,2,2,1,1,1,1
36595,111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,9,0,68,3,0,0,0,3,1,1,0,0,0,0,0,0
36596,111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,4,1,62,1,0,0,1,5,3,2,1,1,1,1,1,1
36597,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,4,0,39,0,0,0,0,0,1,1,1,1,0,0,0,0
36598,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,2,0,33,0,0,0,1,2,2,0,2,1,1,1,1,1
36599,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,3,0,36,1,0,0,0,3,2,3,1,1,1,1,1,0
36600,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,4,1,43,1,0,0,1,0,2,2,2,2,1,1,1,1
36601,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,3,0,38,1,0,0,1,0,2,1,2,1,1,1,1,1
36602,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,2,0,30,0,0,0,0,1,2,0,2,2,2,2,2,1
36603,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2,1,46,0,0,0,0,0,3,1,2,1,1,0,0,0
36604,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,45,0,0,0,1,1,2,0,2,1,1,1,1,1
36605,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,4,0,43,0,0,0,1,1,3,1,2,2,1,1,1,1
36606,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,3,0,49,1,0,0,0,2,2,0,2,2,1,1,0,0
36607,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,0,50,1,0,0,1,0,1,1,1,1,1,1,1,1
36608,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,2,0,29,1,0,0,0,1,2,1,2,2,2,2,0,0
36609,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,35,0,0,0,0,0,1,0,1,1,1,1,1,0
36610,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,2,0,29,0,0,0,1,1,1,0,1,1,1,1,1,1
36611,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,4,0,31,0,0,0,0,0,1,0,1,1,1,0,0,0
36612,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2,0,26,0,0,0,1,2,2,1,2,1,1,1,1,1
36613,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,2,0,28,0,0,0,0,1,2,1,2,2,1,0,0,0
36614,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,3,0,38,0,0,0,1,0,2,1,2,1,1,1,1,1
36615,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,56,0,0,0,1,1,2,2,1,1,1,1,1,1
36616,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,2,1,34,0,0,0,0,2,2,0,2,2,2,2,1,1
36617,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,3,0,32,0,0,0,0,1,2,1,2,2,2,1,0,0
36618,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,3,0,33,2,0,0,1,1,2,3,2,1,1,1,1,1
36619,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,3,0,41,3,0,0,0,4,3,2,2,1,0,0,0,0
36620,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,6,0,56,0,0,0,1,1,3,1,1,1,1,1,1,1
36621,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,4,0,32,0,0,0,0,2,2,0,1,1,1,1,1,0
36622,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,1,37,0,0,0,1,1,2,2,1,1,1,1,1,1
36623,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,3,0,34,0,0,0,1,2,2,1,2,2,2,1,1,1
36624,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,4,0,49,1,0,0,0,1,1,1,1,1,1,1,1,0
36625,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,5,1,53,2,0,0,1,2,2,0,1,1,1,1,1,1
36626,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,5,0,68,3,0,0,0,4,1,1,1,1,0,0,0,0
36627,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,22,0,0,0,0,1,1,0,1,1,1,0,0,0
36628,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,20,0,0,0,1,0,1,0,1,1,1,1,1,1
36629,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,1,33,0,0,0,1,3,2,1,1,1,1,1,1,1
36630,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,5,0,33,2,0,0,0,2,1,0,1,1,1,0,0,0
36631,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,2,1,29,0,0,0,0,1,2,1,1,1,0,0,0,0
36632,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,4,0,35,0,0,0,1,1,1,1,1,1,1,1,1,1
36633,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,3,0,32,1,0,0,0,2,1,1,1,1,1,1,1,0
36634,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,4,0,33,1,0,0,1,2,1,0,1,1,1,1,1,1
36635,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,5,0,38,0,0,0,0,1,1,0,1,1,0,0,0,0
36636,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,2,1,22,2,0,0,1,2,2,1,2,2,2,1,1,1
36637,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,4,0,34,0,0,0,0,1,1,1,1,1,1,1,1,0
36638,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,3,0,35,1,0,0,1,2,1,1,1,1,1,1,1,1
36639,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,32,2,0,0,0,1,1,1,1,1,1,1,1,0
36640,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,35,0,0,0,1,1,1,0,1,1,1,1,1,1
36641,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,3,0,33,0,0,0,0,1,2,3,2,2,2,2,0,0
36642,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,3,0,31,0,0,0,1,1,2,1,2,2,2,1,1,1
36643,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,3,0,51,1,0,0,1,1,2,1,1,1,1,1,1,1
36644,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,3,0,33,2,0,0,0,1,2,0,2,2,2,2,1,1
36645,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,5,0,37,8,0,0,0,2,0,1,0,0,0,0,0,0
36646,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,3,1,37,0,0,0,1,3,1,0,1,1,1,1,1,1
36647,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,3,0,23,0,0,0,1,3,2,0,1,1,1,1,1,1
36648,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,5,0,53,0,0,0,0,1,3,1,2,1,1,1,0,0
36649,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,3,0,31,1,0,0,1,1,2,0,2,2,2,1,1,1
36650,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,3,0,38,0,0,0,0,1,2,0,2,2,1,1,1,0
36651,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,3,0,35,0,0,0,0,1,2,1,2,1,1,1,1,1
36652,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,3,0,27,1,0,0,1,1,2,1,2,2,2,2,2,1
36653,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,4,1,39,2,0,0,1,4,2,2,1,1,1,1,1,1
36654,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,6,0,47,1,0,0,0,3,2,1,1,1,1,1,0,0
36655,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,2,0,31,0,0,0,0,1,1,2,1,1,1,1,1,0
36656,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,3,0,35,1,0,0,1,0,2,1,1,1,1,1,1,1
36657,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,3,0,38,0,0,0,0,1,2,0,2,0,0,0,0,0
36658,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,0,39,1,0,0,1,1,1,0,1,1,1,1,1,1
36659,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,2,0,34,1,0,0,1,0,2,0,2,2,2,2,2,1
36660,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,2,0,33,0,0,0,0,0,2,1,2,2,2,2,1,0
36661,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,0,25,1,0,0,1,1,1,0,1,1,1,1,1,1
36662,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,32,2,0,0,0,1,0,1,1,1,0,0,0,0
36663,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,32,1,0,0,1,2,1,0,1,1,1,1,1,1
36664,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,1,36,0,0,0,0,0,1,0,1,1,1,0,0,0
36665,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,4,0,41,0,0,0,0,3,2,1,2,2,1,0,0,0
36666,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,5,0,47,0,0,0,1,2,1,1,1,1,1,1,1,1
36667,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,0,35,1,0,0,1,1,1,0,1,1,1,1,1,1
36668,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,3,0,25,2,0,0,0,1,2,0,2,2,0,0,0,0
36669,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,35,0,0,0,0,1,1,0,1,1,0,0,0,0
36670,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,1,29,1,0,0,1,0,1,0,1,1,1,1,1,1
36671,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,3,0,32,0,0,0,1,0,2,1,2,2,2,1,1,1
36672,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,2,0,31,1,0,0,0,1,1,1,1,1,1,1,1,0
36673,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,1,54,0,0,0,0,2,2,2,2,2,0,0,0,0
36674,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,4,1,32,1,0,0,1,3,2,2,2,2,2,1,1,1
36675,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,48,1,0,0,0,1,1,0,1,1,1,1,1,0
36676,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,3,0,28,2,0,0,1,2,2,1,2,2,2,1,1,1
36677,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,3,0,27,2,0,0,1,1,1,0,1,1,1,1,1,1
36678,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,3,0,42,0,0,0,0,1,3,1,2,0,0,0,0,0
36679,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,3,0,45,2,0,0,1,1,2,1,1,1,1,1,1,1
36680,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,3,0,28,0,0,0,0,1,2,0,2,1,0,0,0,0
36681,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,4,0,52,2,0,0,0,2,2,3,2,2,1,0,0,0
36682,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,4,0,34,2,0,0,1,2,2,0,1,1,1,1,1,1
36683,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,6,0,75,2,0,0,1,3,4,4,2,1,1,1,1,1
36684,118,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,30,5,1,65,1,0,0,0,3,3,3,2,2,2,1,1,0
36685,79,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,23,4,0,38,0,0,0,1,1,3,2,2,2,1,1,1,1
36686,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,3,0,29,0,0,0,0,2,2,1,2,2,2,2,0,0
36687,111,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,33,4,0,56,3,0,0,0,2,3,1,2,2,2,2,2,0
36688,112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,4,0,41,1,0,0,1,2,1,0,1,1,1,1,1,1
36689,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,3,1,40,2,0,0,1,3,2,1,1,1,1,1,1,1
36690,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,6,0,49,0,0,0,0,2,1,4,1,1,1,0,0,0
36691,127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,7,0,70,1,0,0,1,5,4,1,2,2,2,2,2,1
36692,126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,7,0,78,3,0,0,0,5,3,1,1,1,1,1,1,1
36693,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,2,1,26,0,0,0,1,1,2,0,2,2,2,2,1,1
36694,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,0,40,0,0,0,0,1,2,1,2,1,1,1,1,1
36695,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,3,0,50,0,0,0,0,2,3,3,1,1,1,1,0,0
36696,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,4,0,42,1,0,0,1,1,1,0,1,1,1,1,1,1
36697,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,3,0,42,0,0,0,0,1,2,3,2,2,1,0,0,0
36698,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,3,0,34,1,0,0,1,1,1,2,1,1,1,1,1,1
36699,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,3,0,39,0,0,0,0,0,2,1,2,1,1,1,1,0
36700,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,2,0,31,0,0,0,1,1,2,0,2,1,1,1,1,1
36701,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,6,0,47,1,0,0,0,2,2,0,1,1,1,0,0,0
36702,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,4,0,35,3,0,0,1,4,2,1,2,1,1,1,1,1
36703,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,6,0,53,0,0,0,1,3,2,0,2,2,2,2,2,1
36704,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,3,2,43,1,0,0,0,2,3,0,2,2,1,1,1,1
36705,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,3,0,27,1,0,0,1,1,2,1,2,2,2,2,1,1
36706,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,3,0,43,0,0,0,0,1,1,2,0,0,0,0,0,0
36707,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,2,0,26,0,0,0,1,2,1,2,2,2,2,2,1,1
36708,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,0,48,1,0,0,0,0,2,1,1,1,0,0,0,0
36709,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,2,0,27,1,0,0,1,1,2,1,2,2,2,2,2,1
36710,86,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,39,3,0,32,1,0,0,0,0,2,2,2,2,2,2,0,0
36711,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,1,39,0,0,0,0,2,2,1,1,1,1,0,0,0
36712,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,33,1,0,0,1,2,2,0,2,2,1,1,1,1
36713,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,3,0,34,0,0,0,1,1,2,1,1,1,1,1,1,1
36714,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,2,1,24,1,0,0,0,0,2,1,2,2,1,1,0,0
36715,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,66,3,0,0,1,6,3,3,1,1,1,1,1,1
36716,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,7,0,55,3,0,0,0,4,2,1,1,1,1,1,1,0
36717,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,3,0,35,0,0,0,0,1,2,1,2,2,2,2,1,0
36718,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,3,0,35,1,0,0,1,1,2,1,2,2,2,2,1,1
36719,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,3,0,31,0,0,0,0,1,2,0,2,2,2,2,0,0
36720,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,3,0,31,0,0,0,1,1,1,1,1,1,1,1,1,1
36721,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,7,0,57,2,0,0,1,4,3,2,2,1,1,1,1,1
36722,109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,6,0,71,0,0,0,0,5,5,2,2,1,1,1,1,0
36723,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,3,0,36,0,0,0,1,1,2,0,2,2,2,2,1,1
36724,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,2,1,27,0,0,0,0,0,2,2,2,2,2,2,2,1
36725,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,2,0,32,0,0,0,1,0,2,1,1,1,1,1,1,1
36726,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,2,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0
36727,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,3,0,47,1,0,0,1,1,3,2,1,1,1,1,1,1
36728,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,3,0,35,1,0,0,0,1,1,1,1,1,1,1,1,0
36729,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,2,0,29,1,0,0,0,1,2,0,2,2,1,1,1,0
36730,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,3,0,24,1,0,0,1,0,2,1,2,2,1,1,1,1
36731,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,6,0,48,0,0,0,1,3,3,0,1,1,1,1,1,1
36732,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,4,1,59,3,0,0,0,2,1,1,0,0,0,0,0,0
36733,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,2,0,30,1,0,0,0,1,2,0,1,1,1,1,1,0
