Wall time,Step,Value
1730484214.5261521,4096,0.0003000000142492354
1730484262.9036794,5000,0.0003000000142492354
1730484270.2577403,8192,0.0003000000142492354
1730484312.4975073,10000,0.0003000000142492354
1730484315.623576,12288,0.0003000000142492354
1730484318.6345685,14336,0.0003000000142492354
1730484341.4680572,15000,0.0003000000142492354
1730484345.5876126,18432,0.0003000000142492354
1730484374.2594533,20000,0.0003000000142492354
1730484384.0180767,22528,0.0003000000142492354
1730484392.6630588,24576,0.0003000000142492354
1730484445.921729,25000,0.0003000000142492354
1730484457.9547646,28672,0.0003000000142492354
1730484496.3848646,30000,0.0003000000142492354
1730484499.704229,32768,0.0003000000142492354
1730484502.5854168,34816,0.0003000000142492354
1730484543.555862,35000,0.0003000000142492354
1730484555.6740339,38912,0.0003000000142492354
1730484653.6498675,40000,0.0003000000142492354
1730484664.6791072,43008,0.0003000000142492354
1730484728.3498838,45000,0.0003000000142492354
1730484736.992242,47104,0.0003000000142492354
1730484745.5014963,49152,0.0003000000142492354
1730484793.132537,50000,0.0003000000142492354
1730484796.745457,53248,0.0003000000142492354
1730484830.8588662,55000,0.0003000000142492354
1730484834.610282,57344,0.0003000000142492354
1730484837.317195,59392,0.0003000000142492354
1730484903.902925,60000,0.0003000000142492354
1730484907.6817944,63488,0.0003000000142492354
1730484939.6599917,65000,0.0003000000142492354
1730484943.138936,67584,0.0003000000142492354
1730484946.0751169,69632,0.0003000000142492354
1730484985.0409868,70000,0.0003000000142492354
1730484998.093715,73728,0.0003000000142492354
1730485074.2608674,75000,0.0003000000142492354
1730485084.8318784,77824,0.0003000000142492354
1730485093.4240408,79872,0.0003000000142492354
1730485136.6744597,80000,0.0003000000142492354
1730485141.4437509,83968,0.0003000000142492354
1730485214.409253,85000,0.0003000000142492354
1730485225.0810933,88064,0.0003000000142492354
1730485306.9970617,90000,0.0003000000142492354
1730485311.2491415,92160,0.0003000000142492354
1730485317.2253807,94208,0.0003000000142492354
1730485392.171495,95000,0.0003000000142492354
1730485402.8330405,98304,0.0003000000142492354
1730485438.5089498,100000,0.0003000000142492354
