game_id,set_of_rules_id,played_at,nb_participants
76710,8,2024-12-17 22:27:29.171874+01:00,3
76711,8,2024-12-17 22:27:29.212048+01:00,3
76712,8,2024-12-17 22:27:29.249460+01:00,3
76713,8,2024-12-17 22:27:29.296532+01:00,3
76714,8,2024-12-17 22:27:29.344103+01:00,3
76715,8,2024-12-17 22:27:29.389916+01:00,3
76716,8,2024-12-17 22:27:29.448860+01:00,3
76717,8,2024-12-17 22:27:29.491040+01:00,3
76718,8,2024-12-17 22:27:29.539542+01:00,3
76719,8,2024-12-17 22:27:29.581962+01:00,3
76720,8,2024-12-17 22:27:29.622024+01:00,3
76721,8,2024-12-17 22:27:29.668762+01:00,3
76722,8,2024-12-17 22:27:29.719201+01:00,3
76723,8,2024-12-17 22:27:29.775160+01:00,3
76724,8,2024-12-17 22:27:29.819694+01:00,3
76725,8,2024-12-17 22:27:29.867866+01:00,3
76726,8,2024-12-17 22:27:29.912613+01:00,3
76727,8,2024-12-17 22:27:29.954940+01:00,3
76728,8,2024-12-17 22:27:30.002064+01:00,3
76729,8,2024-12-17 22:27:30.070004+01:00,3
76730,8,2024-12-17 22:27:30.127426+01:00,3
76731,8,2024-12-17 22:27:30.180850+01:00,3
76732,8,2024-12-17 22:27:30.226581+01:00,3
76733,8,2024-12-17 22:27:30.268855+01:00,3
76734,8,2024-12-17 22:27:30.311461+01:00,3
76735,8,2024-12-17 22:27:30.351586+01:00,3
76736,8,2024-12-17 22:27:30.408927+01:00,3
76737,8,2024-12-17 22:27:30.480002+01:00,3
76738,8,2024-12-17 22:27:30.527820+01:00,3
76739,8,2024-12-17 22:27:30.565970+01:00,3
76740,8,2024-12-17 22:27:30.616429+01:00,3
76741,8,2024-12-17 22:27:30.663656+01:00,3
76742,8,2024-12-17 22:27:30.707861+01:00,3
76743,8,2024-12-17 22:27:30.758509+01:00,3
76744,8,2024-12-17 22:27:30.802101+01:00,3
76745,8,2024-12-17 22:27:30.846804+01:00,3
76746,8,2024-12-17 22:27:30.891361+01:00,3
76747,8,2024-12-17 22:27:30.935267+01:00,3
76748,8,2024-12-17 22:27:30.979444+01:00,3
76749,8,2024-12-17 22:27:31.023547+01:00,3
76750,8,2024-12-17 22:27:31.068331+01:00,3
76751,8,2024-12-17 22:27:31.105411+01:00,3
76752,8,2024-12-17 22:27:31.156184+01:00,3
76753,8,2024-12-17 22:27:31.194059+01:00,3
76754,8,2024-12-17 22:27:31.233717+01:00,3
76755,8,2024-12-17 22:27:31.281690+01:00,3
76756,8,2024-12-17 22:27:31.320845+01:00,3
76757,8,2024-12-17 22:27:31.383082+01:00,3
76758,8,2024-12-17 22:27:31.436386+01:00,3
76759,8,2024-12-17 22:27:31.471185+01:00,3
76760,8,2024-12-17 22:27:31.514628+01:00,3
76761,8,2024-12-17 22:27:31.556428+01:00,3
76762,8,2024-12-17 22:27:31.593663+01:00,3
76763,8,2024-12-17 22:27:31.641034+01:00,3
76764,8,2024-12-17 22:27:31.709592+01:00,3
76765,8,2024-12-17 22:27:31.754111+01:00,3
76766,8,2024-12-17 22:27:31.791425+01:00,3
76767,8,2024-12-17 22:27:31.841316+01:00,3
76768,8,2024-12-17 22:27:31.891574+01:00,3
76769,8,2024-12-17 22:27:31.949794+01:00,3
76770,8,2024-12-17 22:27:31.997330+01:00,3
76771,8,2024-12-17 22:27:32.048236+01:00,3
76772,8,2024-12-17 22:27:32.088863+01:00,3
76773,8,2024-12-17 22:27:32.140515+01:00,3
76774,8,2024-12-17 22:27:32.182816+01:00,3
76775,8,2024-12-17 22:27:32.217480+01:00,3
76776,8,2024-12-17 22:27:32.257526+01:00,3
76777,8,2024-12-17 22:27:32.293968+01:00,3
76778,8,2024-12-17 22:27:32.336271+01:00,3
76779,8,2024-12-17 22:27:32.384867+01:00,3
76780,8,2024-12-17 22:27:32.428726+01:00,3
76781,8,2024-12-17 22:27:32.464765+01:00,3
76782,8,2024-12-17 22:27:32.507685+01:00,3
76783,8,2024-12-17 22:27:32.544980+01:00,3
76784,8,2024-12-17 22:27:32.586213+01:00,3
76785,8,2024-12-17 22:27:32.624689+01:00,3
76786,8,2024-12-17 22:27:32.667059+01:00,3
76787,8,2024-12-17 22:27:32.705773+01:00,3
76788,8,2024-12-17 22:27:32.739001+01:00,3
76789,8,2024-12-17 22:27:32.789669+01:00,3
76790,8,2024-12-17 22:27:32.832282+01:00,3
76791,8,2024-12-17 22:27:32.875316+01:00,3
76792,8,2024-12-17 22:27:32.921652+01:00,3
76793,8,2024-12-17 22:27:32.974190+01:00,3
76794,8,2024-12-17 22:27:33.033894+01:00,3
76795,8,2024-12-17 22:27:33.079713+01:00,3
76796,8,2024-12-17 22:27:33.125043+01:00,3
76797,8,2024-12-17 22:27:33.177355+01:00,3
76798,8,2024-12-17 22:27:33.215603+01:00,3
76799,8,2024-12-17 22:27:33.250408+01:00,3
76800,8,2024-12-17 22:27:33.295351+01:00,3
76801,8,2024-12-17 22:27:33.342279+01:00,3
76802,8,2024-12-17 22:27:33.388265+01:00,3
76803,8,2024-12-17 22:27:33.431847+01:00,3
76804,8,2024-12-17 22:27:33.469136+01:00,3
76805,8,2024-12-17 22:27:33.515060+01:00,3
76806,8,2024-12-17 22:27:33.551106+01:00,3
76807,8,2024-12-17 22:27:33.586175+01:00,3
76808,8,2024-12-17 22:27:33.626695+01:00,3
76809,8,2024-12-17 22:27:33.669330+01:00,3
76810,8,2024-12-17 22:27:33.710592+01:00,3
76811,8,2024-12-17 22:27:33.756052+01:00,3
76812,8,2024-12-17 22:27:33.798441+01:00,3
76813,8,2024-12-17 22:27:33.838548+01:00,3
76814,8,2024-12-17 22:27:33.878745+01:00,3
76815,8,2024-12-17 22:27:33.914306+01:00,3
76816,8,2024-12-17 22:27:33.954773+01:00,3
76817,8,2024-12-17 22:27:33.994661+01:00,3
76818,8,2024-12-17 22:27:34.032296+01:00,3
76819,8,2024-12-17 22:27:34.079684+01:00,3
76820,8,2024-12-17 22:27:34.117228+01:00,3
76821,8,2024-12-17 22:27:34.157642+01:00,3
76822,8,2024-12-17 22:27:34.196299+01:00,3
76823,8,2024-12-17 22:27:34.231883+01:00,3
76824,8,2024-12-17 22:27:34.271306+01:00,3
76825,8,2024-12-17 22:27:34.314842+01:00,3
76826,8,2024-12-17 22:27:34.358246+01:00,3
76827,8,2024-12-17 22:27:34.398102+01:00,3
76828,8,2024-12-17 22:27:34.434239+01:00,3
76829,8,2024-12-17 22:27:34.470408+01:00,3
76830,8,2024-12-17 22:27:34.509697+01:00,3
76831,8,2024-12-17 22:27:34.552434+01:00,3
76832,8,2024-12-17 22:27:34.599989+01:00,3
76833,8,2024-12-17 22:27:34.638346+01:00,3
76834,8,2024-12-17 22:27:34.682119+01:00,3
76835,8,2024-12-17 22:27:34.721122+01:00,3
76836,8,2024-12-17 22:27:34.757201+01:00,3
76837,8,2024-12-17 22:27:34.800503+01:00,3
76838,8,2024-12-17 22:27:34.837891+01:00,3
76839,8,2024-12-17 22:27:34.881751+01:00,3
76840,8,2024-12-17 22:27:34.918989+01:00,3
76841,8,2024-12-17 22:27:34.974026+01:00,3
76842,8,2024-12-17 22:27:35.042129+01:00,3
76843,8,2024-12-17 22:27:35.090267+01:00,3
76844,8,2024-12-17 22:27:35.137902+01:00,3
76845,8,2024-12-17 22:27:35.200948+01:00,3
76846,8,2024-12-17 22:27:35.240965+01:00,3
76847,8,2024-12-17 22:27:35.285941+01:00,3
76848,8,2024-12-17 22:27:35.346852+01:00,3
76849,8,2024-12-17 22:27:35.393606+01:00,3
76850,8,2024-12-17 22:27:35.434537+01:00,3
76851,8,2024-12-17 22:27:35.469690+01:00,3
76852,8,2024-12-17 22:27:35.512211+01:00,3
76853,8,2024-12-17 22:27:35.552762+01:00,3
76854,8,2024-12-17 22:27:35.604061+01:00,3
76855,8,2024-12-17 22:27:35.645112+01:00,3
76856,8,2024-12-17 22:27:35.682103+01:00,3
76857,8,2024-12-17 22:27:35.721921+01:00,3
76858,8,2024-12-17 22:27:35.765778+01:00,3
76859,8,2024-12-17 22:27:35.801410+01:00,3
76860,8,2024-12-17 22:27:35.838200+01:00,3
76861,8,2024-12-17 22:27:35.880155+01:00,3
76862,8,2024-12-17 22:27:35.919892+01:00,3
76863,8,2024-12-17 22:27:35.968620+01:00,3
76864,8,2024-12-17 22:27:36.049652+01:00,3
76865,8,2024-12-17 22:27:36.083437+01:00,3
76866,8,2024-12-17 22:27:36.132749+01:00,3
76867,8,2024-12-17 22:27:36.185012+01:00,3
76868,8,2024-12-17 22:27:36.220998+01:00,3
76869,8,2024-12-17 22:27:36.259085+01:00,3
76870,8,2024-12-17 22:27:36.297449+01:00,3
76871,8,2024-12-17 22:27:36.338155+01:00,3
76872,8,2024-12-17 22:27:36.382040+01:00,3
76873,8,2024-12-17 22:27:36.429231+01:00,3
76874,8,2024-12-17 22:27:36.471771+01:00,3
76875,8,2024-12-17 22:27:36.519919+01:00,3
76876,8,2024-12-17 22:27:36.569475+01:00,3
76877,8,2024-12-17 22:27:36.622966+01:00,3
76878,8,2024-12-17 22:27:36.670050+01:00,3
76879,8,2024-12-17 22:27:36.710161+01:00,3
76880,8,2024-12-17 22:27:36.757335+01:00,3
76881,8,2024-12-17 22:27:36.801128+01:00,3
76882,8,2024-12-17 22:27:36.841880+01:00,3
76883,8,2024-12-17 22:27:36.881365+01:00,3
76884,8,2024-12-17 22:27:36.920286+01:00,3
76885,8,2024-12-17 22:27:36.961940+01:00,3
76886,8,2024-12-17 22:27:37.011953+01:00,3
76887,8,2024-12-17 22:27:37.050365+01:00,3
76888,8,2024-12-17 22:27:37.098591+01:00,3
76889,8,2024-12-17 22:27:37.145861+01:00,3
76890,8,2024-12-17 22:27:37.188253+01:00,3
76891,8,2024-12-17 22:27:37.232383+01:00,3
76892,8,2024-12-17 22:27:37.273503+01:00,3
76893,8,2024-12-17 22:27:37.311019+01:00,3
76894,8,2024-12-17 22:27:37.351213+01:00,3
76895,8,2024-12-17 22:27:37.393310+01:00,3
76896,8,2024-12-17 22:27:37.428528+01:00,3
76897,8,2024-12-17 22:27:37.463683+01:00,3
76898,8,2024-12-17 22:27:37.502200+01:00,3
76899,8,2024-12-17 22:27:37.551931+01:00,3
76900,8,2024-12-17 22:27:37.604837+01:00,3
76901,8,2024-12-17 22:27:37.647586+01:00,3
76902,8,2024-12-17 22:27:37.680793+01:00,3
76903,8,2024-12-17 22:27:37.739203+01:00,3
76904,8,2024-12-17 22:27:37.779214+01:00,3
76905,8,2024-12-17 22:27:37.828386+01:00,3
76906,8,2024-12-17 22:27:37.877623+01:00,3
76907,8,2024-12-17 22:27:37.916227+01:00,3
76908,8,2024-12-17 22:27:37.952064+01:00,3
76909,8,2024-12-17 22:27:37.992184+01:00,3
76910,8,2024-12-17 22:27:38.030453+01:00,3
76911,8,2024-12-17 22:27:38.067617+01:00,3
76912,8,2024-12-17 22:27:38.105975+01:00,3
76913,8,2024-12-17 22:27:38.143182+01:00,3
76914,8,2024-12-17 22:27:38.183208+01:00,3
76915,8,2024-12-17 22:27:38.221012+01:00,3
76916,8,2024-12-17 22:27:38.268829+01:00,3
76917,8,2024-12-17 22:27:38.305201+01:00,3
76918,8,2024-12-17 22:27:38.344231+01:00,3
76919,8,2024-12-17 22:27:38.391998+01:00,3
76920,8,2024-12-17 22:27:38.430919+01:00,3
76921,8,2024-12-17 22:27:38.474078+01:00,3
76922,8,2024-12-17 22:27:38.518423+01:00,3
76923,8,2024-12-17 22:27:38.554135+01:00,3
76924,8,2024-12-17 22:27:38.591198+01:00,3
76925,8,2024-12-17 22:27:38.631522+01:00,3
76926,8,2024-12-17 22:27:38.666684+01:00,3
76927,8,2024-12-17 22:27:38.710979+01:00,3
76928,8,2024-12-17 22:27:38.755564+01:00,3
76929,8,2024-12-17 22:27:38.792711+01:00,3
76930,8,2024-12-17 22:27:38.832787+01:00,3
76931,8,2024-12-17 22:27:38.878779+01:00,3
76932,8,2024-12-17 22:27:38.920370+01:00,3
76933,8,2024-12-17 22:27:38.962647+01:00,3
76934,8,2024-12-17 22:27:39.007694+01:00,3
76935,8,2024-12-17 22:27:39.056545+01:00,3
76936,8,2024-12-17 22:27:39.106040+01:00,3
76937,8,2024-12-17 22:27:39.152513+01:00,3
76938,8,2024-12-17 22:27:39.202614+01:00,3
76939,8,2024-12-17 22:27:39.252569+01:00,3
76940,8,2024-12-17 22:27:39.294643+01:00,3
76941,8,2024-12-17 22:27:39.353489+01:00,3
76942,8,2024-12-17 22:27:39.394904+01:00,3
76943,8,2024-12-17 22:27:39.440271+01:00,3
76944,8,2024-12-17 22:27:39.481244+01:00,3
76945,8,2024-12-17 22:27:39.526609+01:00,3
76946,8,2024-12-17 22:27:39.564240+01:00,3
76947,8,2024-12-17 22:27:39.627916+01:00,3
76948,8,2024-12-17 22:27:39.682827+01:00,3
76949,8,2024-12-17 22:27:39.722227+01:00,3
76950,8,2024-12-17 22:27:39.766002+01:00,3
76951,8,2024-12-17 22:27:39.811921+01:00,3
76952,8,2024-12-17 22:27:39.852042+01:00,3
76953,8,2024-12-17 22:27:39.889513+01:00,3
76954,8,2024-12-17 22:27:39.927804+01:00,3
76955,8,2024-12-17 22:27:39.969095+01:00,3
76956,8,2024-12-17 22:27:40.012230+01:00,3
76957,8,2024-12-17 22:27:40.053742+01:00,3
76958,8,2024-12-17 22:27:40.093794+01:00,3
76959,8,2024-12-17 22:27:40.136144+01:00,3
76960,8,2024-12-17 22:27:40.177778+01:00,3
76961,8,2024-12-17 22:27:40.214671+01:00,3
76962,8,2024-12-17 22:27:40.251749+01:00,3
76963,8,2024-12-17 22:27:40.299520+01:00,3
76964,8,2024-12-17 22:27:40.362266+01:00,3
76965,8,2024-12-17 22:27:40.403892+01:00,3
76966,8,2024-12-17 22:27:40.445009+01:00,3
76967,8,2024-12-17 22:27:40.496820+01:00,3
76968,8,2024-12-17 22:27:40.536112+01:00,3
76969,8,2024-12-17 22:27:40.575407+01:00,3
76970,8,2024-12-17 22:27:40.628729+01:00,3
76971,8,2024-12-17 22:27:40.672968+01:00,3
76972,8,2024-12-17 22:27:40.715499+01:00,3
76973,8,2024-12-17 22:27:40.756126+01:00,3
76974,8,2024-12-17 22:27:40.797489+01:00,3
76975,8,2024-12-17 22:27:40.834957+01:00,3
76976,8,2024-12-17 22:27:40.876755+01:00,3
76977,8,2024-12-17 22:27:40.914740+01:00,3
76978,8,2024-12-17 22:27:40.960647+01:00,3
76979,8,2024-12-17 22:27:40.998614+01:00,3
76980,8,2024-12-17 22:27:41.038062+01:00,3
76981,8,2024-12-17 22:27:41.088011+01:00,3
76982,8,2024-12-17 22:27:41.137127+01:00,3
76983,8,2024-12-17 22:27:41.179278+01:00,3
76984,8,2024-12-17 22:27:41.238931+01:00,3
76985,8,2024-12-17 22:27:41.300553+01:00,3
76986,8,2024-12-17 22:27:41.357905+01:00,3
76987,8,2024-12-17 22:27:41.418594+01:00,3
76988,8,2024-12-17 22:27:41.462710+01:00,3
76989,8,2024-12-17 22:27:41.505927+01:00,3
76990,8,2024-12-17 22:27:41.621924+01:00,3
76991,8,2024-12-17 22:27:41.691243+01:00,3
76992,8,2024-12-17 22:27:41.758404+01:00,3
76993,8,2024-12-17 22:27:41.834060+01:00,3
76994,8,2024-12-17 22:27:41.890396+01:00,3
76995,8,2024-12-17 22:27:41.936404+01:00,3
76996,8,2024-12-17 22:27:41.990129+01:00,3
76997,8,2024-12-17 22:27:42.052918+01:00,3
76998,8,2024-12-17 22:27:42.111905+01:00,3
76999,8,2024-12-17 22:27:42.162907+01:00,3
77000,8,2024-12-17 22:27:42.216773+01:00,3
77001,8,2024-12-17 22:27:42.267200+01:00,3
77002,8,2024-12-17 22:27:42.320230+01:00,3
77003,8,2024-12-17 22:27:42.369116+01:00,3
77004,8,2024-12-17 22:27:42.419446+01:00,3
77005,8,2024-12-17 22:27:42.474643+01:00,3
77006,8,2024-12-17 22:27:42.517456+01:00,3
77007,8,2024-12-17 22:27:42.588041+01:00,3
77008,8,2024-12-17 22:27:42.648397+01:00,3
77009,8,2024-12-17 22:27:42.709719+01:00,3
77010,8,2024-12-17 22:27:42.773482+01:00,3
77011,8,2024-12-17 22:27:42.861978+01:00,3
77012,8,2024-12-17 22:27:42.956563+01:00,3
77013,8,2024-12-17 22:27:43.021468+01:00,3
77014,8,2024-12-17 22:27:43.095768+01:00,3
77015,8,2024-12-17 22:27:43.162271+01:00,3
77016,8,2024-12-17 22:27:43.223778+01:00,3
77017,8,2024-12-17 22:27:43.295781+01:00,3
77018,8,2024-12-17 22:27:43.360121+01:00,3
77019,8,2024-12-17 22:27:43.425910+01:00,3
77020,8,2024-12-17 22:27:43.508389+01:00,3
77021,8,2024-12-17 22:27:43.580632+01:00,3
77022,8,2024-12-17 22:27:43.673197+01:00,3
77023,8,2024-12-17 22:27:43.732027+01:00,3
77024,8,2024-12-17 22:27:43.787183+01:00,3
77025,8,2024-12-17 22:27:43.850829+01:00,3
77026,8,2024-12-17 22:27:43.922309+01:00,3
77027,8,2024-12-17 22:27:43.962701+01:00,3
77028,8,2024-12-17 22:27:44.050376+01:00,3
77029,8,2024-12-17 22:27:44.161167+01:00,3
77030,8,2024-12-17 22:27:44.221171+01:00,3
77031,8,2024-12-17 22:27:44.273421+01:00,3
77032,8,2024-12-17 22:27:44.322671+01:00,3
77033,8,2024-12-17 22:27:44.376723+01:00,3
77034,8,2024-12-17 22:27:44.428733+01:00,3
77035,8,2024-12-17 22:27:44.475164+01:00,3
77036,8,2024-12-17 22:27:44.514617+01:00,3
77037,8,2024-12-17 22:27:44.554516+01:00,3
77038,8,2024-12-17 22:27:44.598794+01:00,3
77039,8,2024-12-17 22:27:44.636245+01:00,3
77040,8,2024-12-17 22:27:44.680379+01:00,3
77041,8,2024-12-17 22:27:44.717370+01:00,3
77042,8,2024-12-17 22:27:44.754989+01:00,3
77043,8,2024-12-17 22:27:44.788861+01:00,3
77044,8,2024-12-17 22:27:44.828162+01:00,3
77045,8,2024-12-17 22:27:44.864373+01:00,3
77046,8,2024-12-17 22:27:44.903067+01:00,3
77047,8,2024-12-17 22:27:44.943107+01:00,3
77048,8,2024-12-17 22:27:44.989430+01:00,3
77049,8,2024-12-17 22:27:45.043652+01:00,3
77050,8,2024-12-17 22:27:45.086885+01:00,3
77051,8,2024-12-17 22:27:45.136691+01:00,3
77052,8,2024-12-17 22:27:45.174768+01:00,3
77053,8,2024-12-17 22:27:45.229360+01:00,3
77054,8,2024-12-17 22:27:45.274391+01:00,3
77055,8,2024-12-17 22:27:45.315082+01:00,3
77056,8,2024-12-17 22:27:45.365790+01:00,3
77057,8,2024-12-17 22:27:45.402909+01:00,3
77058,8,2024-12-17 22:27:45.447843+01:00,3
77059,8,2024-12-17 22:27:45.486229+01:00,3
77060,8,2024-12-17 22:27:45.530614+01:00,3
77061,8,2024-12-17 22:27:45.566123+01:00,3
77062,8,2024-12-17 22:27:45.607579+01:00,3
77063,8,2024-12-17 22:27:45.646377+01:00,3
77064,8,2024-12-17 22:27:45.709693+01:00,3
77065,8,2024-12-17 22:27:45.746696+01:00,3
77066,8,2024-12-17 22:27:45.781992+01:00,3
77067,8,2024-12-17 22:27:45.820328+01:00,3
77068,8,2024-12-17 22:27:45.860288+01:00,3
77069,8,2024-12-17 22:27:45.906670+01:00,3
77070,8,2024-12-17 22:27:45.951764+01:00,3
77071,8,2024-12-17 22:27:46.004297+01:00,3
77072,8,2024-12-17 22:27:46.041942+01:00,3
77073,8,2024-12-17 22:27:46.085228+01:00,3
77074,8,2024-12-17 22:27:46.129214+01:00,3
77075,8,2024-12-17 22:27:46.175678+01:00,3
77076,8,2024-12-17 22:27:46.214098+01:00,3
77077,8,2024-12-17 22:27:46.252986+01:00,3
77078,8,2024-12-17 22:27:46.297794+01:00,3
77079,8,2024-12-17 22:27:46.357038+01:00,3
77080,8,2024-12-17 22:27:46.392041+01:00,3
77081,8,2024-12-17 22:27:46.446273+01:00,3
77082,8,2024-12-17 22:27:46.506165+01:00,3
77083,8,2024-12-17 22:27:46.584186+01:00,3
77084,8,2024-12-17 22:27:46.631999+01:00,3
77085,8,2024-12-17 22:27:46.682482+01:00,3
77086,8,2024-12-17 22:27:46.752609+01:00,3
77087,8,2024-12-17 22:27:46.874033+01:00,3
77088,8,2024-12-17 22:27:46.920798+01:00,3
77089,8,2024-12-17 22:27:46.982179+01:00,3
77090,8,2024-12-17 22:27:47.036394+01:00,3
77091,8,2024-12-17 22:27:47.084062+01:00,3
77092,8,2024-12-17 22:27:47.124869+01:00,3
77093,8,2024-12-17 22:27:47.171690+01:00,3
77094,8,2024-12-17 22:27:47.221408+01:00,3
77095,8,2024-12-17 22:27:47.266319+01:00,3
77096,8,2024-12-17 22:27:47.313446+01:00,3
77097,8,2024-12-17 22:27:47.356002+01:00,3
77098,8,2024-12-17 22:27:47.411053+01:00,3
77099,8,2024-12-17 22:27:47.465817+01:00,3
77100,8,2024-12-17 22:27:47.507650+01:00,3
77101,8,2024-12-17 22:27:47.559881+01:00,3
77102,8,2024-12-17 22:27:47.611219+01:00,3
77103,8,2024-12-17 22:27:47.662429+01:00,3
77104,8,2024-12-17 22:27:47.706986+01:00,3
77105,8,2024-12-17 22:27:47.751275+01:00,3
77106,8,2024-12-17 22:27:47.786990+01:00,3
77107,8,2024-12-17 22:27:47.825874+01:00,3
77108,8,2024-12-17 22:27:47.871878+01:00,3
77109,8,2024-12-17 22:27:47.912466+01:00,3
77110,8,2024-12-17 22:27:47.950275+01:00,3
77111,8,2024-12-17 22:27:47.987829+01:00,3
77112,8,2024-12-17 22:27:48.030627+01:00,3
77113,8,2024-12-17 22:27:48.067726+01:00,3
77114,8,2024-12-17 22:27:48.107493+01:00,3
77115,8,2024-12-17 22:27:48.156908+01:00,3
77116,8,2024-12-17 22:27:48.193551+01:00,3
77117,8,2024-12-17 22:27:48.235810+01:00,3
77118,8,2024-12-17 22:27:48.283105+01:00,3
77119,8,2024-12-17 22:27:48.316700+01:00,3
77120,8,2024-12-17 22:27:48.357036+01:00,3
77121,8,2024-12-17 22:27:48.400812+01:00,3
77122,8,2024-12-17 22:27:48.448327+01:00,3
77123,8,2024-12-17 22:27:48.489720+01:00,3
77124,8,2024-12-17 22:27:48.536552+01:00,3
77125,8,2024-12-17 22:27:48.581694+01:00,3
77126,8,2024-12-17 22:27:48.630577+01:00,3
77127,8,2024-12-17 22:27:48.672092+01:00,3
77128,8,2024-12-17 22:27:48.712339+01:00,3
77129,8,2024-12-17 22:27:48.751677+01:00,3
77130,8,2024-12-17 22:27:48.789646+01:00,3
77131,8,2024-12-17 22:27:48.832028+01:00,3
77132,8,2024-12-17 22:27:48.870505+01:00,3
77133,8,2024-12-17 22:27:48.911645+01:00,3
77134,8,2024-12-17 22:27:48.957140+01:00,3
77135,8,2024-12-17 22:27:49.007234+01:00,3
77136,8,2024-12-17 22:27:49.052146+01:00,3
77137,8,2024-12-17 22:27:49.093324+01:00,3
77138,8,2024-12-17 22:27:49.139094+01:00,3
77139,8,2024-12-17 22:27:49.189500+01:00,3
77140,8,2024-12-17 22:27:49.230906+01:00,3
77141,8,2024-12-17 22:27:49.269771+01:00,3
77142,8,2024-12-17 22:27:49.318821+01:00,3
77143,8,2024-12-17 22:27:49.372796+01:00,3
77144,8,2024-12-17 22:27:49.417188+01:00,3
77145,8,2024-12-17 22:27:49.458824+01:00,3
77146,8,2024-12-17 22:27:49.499156+01:00,3
77147,8,2024-12-17 22:27:49.544164+01:00,3
77148,8,2024-12-17 22:27:49.596664+01:00,3
77149,8,2024-12-17 22:27:49.651689+01:00,3
77150,8,2024-12-17 22:27:49.702385+01:00,3
77151,8,2024-12-17 22:27:49.746212+01:00,3
77152,8,2024-12-17 22:27:49.793647+01:00,3
77153,8,2024-12-17 22:27:49.836171+01:00,3
77154,8,2024-12-17 22:27:49.882368+01:00,3
77155,8,2024-12-17 22:27:49.929043+01:00,3
77156,8,2024-12-17 22:27:49.970410+01:00,3
77157,8,2024-12-17 22:27:50.006140+01:00,3
77158,8,2024-12-17 22:27:50.046911+01:00,3
77159,8,2024-12-17 22:27:50.083419+01:00,3
77160,8,2024-12-17 22:27:50.126854+01:00,3
77161,8,2024-12-17 22:27:50.163141+01:00,3
77162,8,2024-12-17 22:27:50.204793+01:00,3
77163,8,2024-12-17 22:27:50.242959+01:00,3
77164,8,2024-12-17 22:27:50.301969+01:00,3
77165,8,2024-12-17 22:27:50.347349+01:00,3
77166,8,2024-12-17 22:27:50.387966+01:00,3
77167,8,2024-12-17 22:27:50.441540+01:00,3
77168,8,2024-12-17 22:27:50.483566+01:00,3
77169,8,2024-12-17 22:27:50.531447+01:00,3
77170,8,2024-12-17 22:27:50.577182+01:00,3
77171,8,2024-12-17 22:27:50.625386+01:00,3
77172,8,2024-12-17 22:27:50.671987+01:00,3
77173,8,2024-12-17 22:27:50.718991+01:00,3
77174,8,2024-12-17 22:27:50.764712+01:00,3
77175,8,2024-12-17 22:27:50.812551+01:00,3
77176,8,2024-12-17 22:27:50.856818+01:00,3
77177,8,2024-12-17 22:27:50.897499+01:00,3
77178,8,2024-12-17 22:27:50.937901+01:00,3
77179,8,2024-12-17 22:27:50.991802+01:00,3
77180,8,2024-12-17 22:27:51.035886+01:00,3
77181,8,2024-12-17 22:27:51.082583+01:00,3
77182,8,2024-12-17 22:27:51.119365+01:00,3
77183,8,2024-12-17 22:27:51.209109+01:00,3
77184,8,2024-12-17 22:27:51.273653+01:00,3
77185,8,2024-12-17 22:27:51.317550+01:00,3
77186,8,2024-12-17 22:27:51.364555+01:00,3
77187,8,2024-12-17 22:27:51.409056+01:00,3
77188,8,2024-12-17 22:27:51.452365+01:00,3
77189,8,2024-12-17 22:27:51.502508+01:00,3
77190,8,2024-12-17 22:27:51.540567+01:00,3
77191,8,2024-12-17 22:27:51.577961+01:00,3
77192,8,2024-12-17 22:27:51.621370+01:00,3
77193,8,2024-12-17 22:27:51.661154+01:00,3
77194,8,2024-12-17 22:27:51.700203+01:00,3
77195,8,2024-12-17 22:27:51.737799+01:00,3
77196,8,2024-12-17 22:27:51.778504+01:00,3
77197,8,2024-12-17 22:27:51.818919+01:00,3
77198,8,2024-12-17 22:27:51.860926+01:00,3
77199,8,2024-12-17 22:27:51.901286+01:00,3
77200,8,2024-12-17 22:27:51.942428+01:00,3
77201,8,2024-12-17 22:27:51.980906+01:00,3
77202,8,2024-12-17 22:27:52.028165+01:00,3
77203,8,2024-12-17 22:27:52.071079+01:00,3
77204,8,2024-12-17 22:27:52.115090+01:00,3
77205,8,2024-12-17 22:27:52.159000+01:00,3
77206,8,2024-12-17 22:27:52.198972+01:00,3
77207,8,2024-12-17 22:27:52.239359+01:00,3
77208,8,2024-12-17 22:27:52.281750+01:00,3
77209,8,2024-12-17 22:27:52.330272+01:00,3
77210,8,2024-12-17 22:27:52.369075+01:00,3
77211,8,2024-12-17 22:27:52.411128+01:00,3
77212,8,2024-12-17 22:27:52.456049+01:00,3
77213,8,2024-12-17 22:27:52.502275+01:00,3
77214,8,2024-12-17 22:27:52.540150+01:00,3
77215,8,2024-12-17 22:27:52.576067+01:00,3
77216,8,2024-12-17 22:27:52.621557+01:00,3
77217,8,2024-12-17 22:27:52.666280+01:00,3
77218,8,2024-12-17 22:27:52.706856+01:00,3
77219,8,2024-12-17 22:27:52.743286+01:00,3
77220,8,2024-12-17 22:27:52.778177+01:00,3
77221,8,2024-12-17 22:27:52.817928+01:00,3
77222,8,2024-12-17 22:27:52.862253+01:00,3
77223,8,2024-12-17 22:27:52.903027+01:00,3
77224,8,2024-12-17 22:27:52.938845+01:00,3
77225,8,2024-12-17 22:27:52.978468+01:00,3
77226,8,2024-12-17 22:27:53.019252+01:00,3
