participant_id,game_id,player_id,num_player_game,action_stats,turn_order,reward_action_agent,reward_rectified,nb_moves,is_winner,nb_actions_interdites,nb_pawns_in_goal
18279,7720,23,3,18279,3,0,0,20,False,0,0
18280,7720,24,4,18280,4,0,0,20,False,0,0
18281,7721,21,1,18281,1,0,0,20,False,0,0
18282,7721,22,2,18282,2,0,0,20,False,0,0
18283,7721,23,3,18283,3,-40,0,20,True,4,1
18284,7721,24,4,18284,4,0,0,19,False,0,0
18285,7722,21,1,18285,1,-20,0,26,True,2,1
18286,7722,22,2,18286,2,-40,0,25,False,4,0
18287,7722,23,3,18287,3,0,0,25,False,0,0
18288,7722,24,4,18288,4,-30,0,25,False,3,0
18289,7723,21,1,18289,1,-10,0,22,False,1,0
18290,7723,22,2,18290,2,0,0,22,False,0,0
18291,7723,23,3,18291,3,-10,0,22,True,1,1
18292,7723,24,4,18292,4,0,0,21,False,0,0
18293,7724,21,1,18293,1,0,0,19,True,0,1
18294,7724,22,2,18294,2,-20,0,18,False,2,0
18295,7724,23,3,18295,3,0,0,18,False,0,0
18296,7724,24,4,18296,4,0,0,18,False,0,0
18297,7725,21,1,18297,1,-10,0,26,False,1,0
18298,7725,22,2,18298,2,-40,0,26,True,4,1
18299,7725,23,3,18299,3,-30,0,25,False,3,0
18300,7725,24,4,18300,4,0,0,25,False,0,0
18301,7726,21,1,18301,1,-10,0,20,False,1,0
18302,7726,22,2,18302,2,-20,0,20,False,2,0
18303,7726,23,3,18303,3,0,0,20,False,0,0
18304,7726,24,4,18304,4,-10,0,20,True,1,1
18305,7727,21,1,18305,1,0,0,20,False,0,0
18306,7727,22,2,18306,2,-10,0,20,False,1,0
18307,7727,23,3,18307,3,0,0,20,False,0,0
18308,7727,24,4,18308,4,-10,0,20,True,1,1
18309,7728,21,1,18309,1,-60,0,21,False,6,0
18310,7728,22,2,18310,2,-40,0,21,False,4,0
18311,7728,23,3,18311,3,-40,0,21,False,4,0
18312,7728,24,4,18312,4,-60,0,21,True,6,1
18313,7729,21,1,18313,1,-10,0,19,True,1,1
18314,7729,22,2,18314,2,0,0,18,False,0,0
18315,7729,23,3,18315,3,0,0,18,False,0,0
18316,7729,24,4,18316,4,-20,0,18,False,2,0
18317,7730,21,1,18317,1,0,0,19,False,0,0
18318,7730,22,2,18318,2,-20,0,19,True,2,1
18319,7730,23,3,18319,3,-30,0,18,False,3,0
18320,7730,24,4,18320,4,-10,0,18,False,1,0
18321,7731,21,1,18321,1,-20,0,29,False,2,0
18322,7731,22,2,18322,2,-60,0,29,True,6,1
18323,7731,23,3,18323,3,0,0,28,False,0,0
18324,7731,24,4,18324,4,-40,0,28,False,4,0
18325,7732,21,1,18325,1,0,0,18,False,0,0
18326,7732,22,2,18326,2,0,0,18,False,0,0
18327,7732,23,3,18327,3,0,0,18,False,0,0
18328,7732,24,4,18328,4,-40,0,18,True,4,1
18329,7733,21,1,18329,1,-20,0,19,False,2,0
18330,7733,22,2,18330,2,-10,0,19,False,1,0
18331,7733,23,3,18331,3,-20,0,19,True,2,1
18332,7733,24,4,18332,4,-10,0,18,False,1,0
18333,7734,21,1,18333,1,0,0,28,False,0,0
18334,7734,22,2,18334,2,-30,0,28,True,3,1
18335,7734,23,3,18335,3,0,0,27,False,0,0
18336,7734,24,4,18336,4,-10,0,27,False,1,0
18337,7735,21,1,18337,1,-20,0,24,False,2,0
18338,7735,22,2,18338,2,0,0,24,False,0,0
18339,7735,23,3,18339,3,-50,0,24,True,5,1
18340,7735,24,4,18340,4,-20,0,23,False,2,0
18341,7736,21,1,18341,1,-40,0,21,True,4,1
18342,7736,22,2,18342,2,-10,0,20,False,1,0
18343,7736,23,3,18343,3,-10,0,20,False,1,0
18344,7736,24,4,18344,4,-10,0,20,False,1,0
18345,7737,21,1,18345,1,0,0,18,False,0,0
18346,7737,22,2,18346,2,0,0,18,False,0,0
18347,7737,23,3,18347,3,-10,0,18,True,1,1
18348,7737,24,4,18348,4,0,0,17,False,0,0
18349,7738,21,1,18349,1,-40,0,19,True,4,1
18350,7738,22,2,18350,2,0,0,18,False,0,0
18351,7738,23,3,18351,3,0,0,18,False,0,0
18352,7738,24,4,18352,4,0,0,18,False,0,0
18353,7739,21,1,18353,1,-10,0,23,False,1,0
18354,7739,22,2,18354,2,-30,0,23,False,3,0
18355,7739,23,3,18355,3,-30,0,23,True,3,1
18356,7739,24,4,18356,4,0,0,22,False,0,0
18357,7740,21,1,18357,1,-40,0,30,False,4,0
18358,7740,22,2,18358,2,-120,0,30,True,12,1
18359,7740,23,3,18359,3,-70,0,29,False,7,0
18360,7740,24,4,18360,4,-50,0,29,False,5,0
18361,7741,21,1,18361,1,-10,0,25,True,1,1
18362,7741,22,2,18362,2,-20,0,24,False,2,0
18363,7741,23,3,18363,3,0,0,24,False,0,0
18364,7741,24,4,18364,4,0,0,24,False,0,0
18365,7742,21,1,18365,1,0,0,21,True,0,1
18366,7742,22,2,18366,2,-20,0,20,False,2,0
18367,7742,23,3,18367,3,0,0,20,False,0,0
18368,7742,24,4,18368,4,-10,0,20,False,1,0
18369,7743,21,1,18369,1,0,0,19,False,0,0
18370,7743,22,2,18370,2,0,0,19,False,0,0
18371,7743,23,3,18371,3,0,0,19,True,0,1
18372,7743,24,4,18372,4,0,0,18,False,0,0
18373,7744,21,1,18373,1,-30,0,19,False,3,0
18374,7744,22,2,18374,2,-10,0,19,False,1,0
18375,7744,23,3,18375,3,0,0,19,False,0,0
18376,7744,24,4,18376,4,-30,0,19,True,3,1
18377,7745,21,1,18377,1,-30,0,21,False,3,0
18378,7745,22,2,18378,2,-40,0,21,False,4,0
18379,7745,23,3,18379,3,-20,0,21,False,2,0
18380,7745,24,4,18380,4,-10,0,21,True,1,1
18381,7746,21,1,18381,1,-50,0,27,False,5,0
18382,7746,22,2,18382,2,-60,0,27,False,6,0
18383,7746,23,3,18383,3,-70,0,27,False,7,0
18384,7746,24,4,18384,4,-60,0,27,True,6,1
18385,7747,21,1,18385,1,-20,0,27,False,2,0
18386,7747,22,2,18386,2,-70,0,27,False,7,0
18387,7747,23,3,18387,3,-50,0,27,True,5,1
18388,7747,24,4,18388,4,-100,0,26,False,10,0
18389,7748,21,1,18389,1,0,0,17,False,0,0
18390,7748,22,2,18390,2,0,0,17,False,0,0
18391,7748,23,3,18391,3,-10,0,17,True,1,1
18392,7748,24,4,18392,4,0,0,16,False,0,0
18393,7749,21,1,18393,1,0,0,17,False,0,0
18394,7749,22,2,18394,2,0,0,17,False,0,0
18395,7749,23,3,18395,3,-20,0,17,False,2,0
18396,7749,24,4,18396,4,-20,0,17,True,2,1
18397,7750,21,1,18397,1,-10,0,22,False,1,0
18398,7750,22,2,18398,2,0,0,22,False,0,0
18399,7750,23,3,18399,3,-10,0,22,False,1,0
18400,7750,24,4,18400,4,-10,0,22,True,1,1
18401,7751,21,1,18401,1,-40,0,21,False,4,0
18402,7751,22,2,18402,2,0,0,21,False,0,0
18403,7751,23,3,18403,3,0,0,21,False,0,0
18404,7751,24,4,18404,4,-10,0,21,True,1,1
18405,7752,21,1,18405,1,-70,0,24,False,7,0
18406,7752,22,2,18406,2,-30,0,24,False,3,0
18407,7752,23,3,18407,3,-40,0,24,False,4,0
18408,7752,24,4,18408,4,-30,0,24,True,3,1
18409,7753,21,1,18409,1,0,0,24,False,0,0
18410,7753,22,2,18410,2,-10,0,24,True,1,1
18411,7753,23,3,18411,3,0,0,23,False,0,0
18412,7753,24,4,18412,4,0,0,23,False,0,0
18413,7754,21,1,18413,1,-20,0,25,False,2,0
18414,7754,22,2,18414,2,-10,0,25,False,1,0
18415,7754,23,3,18415,3,-50,0,25,True,5,1
18416,7754,24,4,18416,4,-30,0,24,False,3,0
18417,7755,21,1,18417,1,0,0,18,False,0,0
18418,7755,22,2,18418,2,0,0,18,False,0,0
18419,7755,23,3,18419,3,0,0,18,False,0,0
18420,7755,24,4,18420,4,-30,0,18,True,3,1
18421,7756,21,1,18421,1,0,0,21,False,0,0
18422,7756,22,2,18422,2,0,0,21,False,0,0
18423,7756,23,3,18423,3,-20,0,21,True,2,1
18424,7756,24,4,18424,4,0,0,20,False,0,0
18425,7757,21,1,18425,1,-20,0,21,False,2,0
18426,7757,22,2,18426,2,-10,0,21,True,1,1
18427,7757,23,3,18427,3,-20,0,20,False,2,0
18428,7757,24,4,18428,4,-10,0,20,False,1,0
18429,7758,21,1,18429,1,-10,0,21,False,1,0
18430,7758,22,2,18430,2,-20,0,21,False,2,0
18431,7758,23,3,18431,3,0,0,21,False,0,0
18432,7758,24,4,18432,4,0,0,21,True,0,1
18433,7759,21,1,18433,1,-60,0,30,True,6,1
18434,7759,22,2,18434,2,-100,0,29,False,10,0
18435,7759,23,3,18435,3,-80,0,29,False,8,0
18436,7759,24,4,18436,4,-40,0,29,False,4,0
18437,7760,21,1,18437,1,0,0,19,False,0,0
18438,7760,22,2,18438,2,-20,0,19,False,2,0
18439,7760,23,3,18439,3,-70,0,19,True,7,1
18440,7760,24,4,18440,4,-10,0,18,False,1,0
18441,7761,21,1,18441,1,-10,0,22,False,1,0
18442,7761,22,2,18442,2,-10,0,22,True,1,1
18443,7761,23,3,18443,3,0,0,21,False,0,0
18444,7761,24,4,18444,4,0,0,21,False,0,0
18445,7762,21,1,18445,1,0,0,19,False,0,0
18446,7762,22,2,18446,2,0,0,19,False,0,0
18447,7762,23,3,18447,3,-10,0,19,True,1,1
18448,7762,24,4,18448,4,-30,0,18,False,3,0
18449,7763,21,1,18449,1,-20,0,22,False,2,0
18450,7763,22,2,18450,2,-30,0,22,False,3,0
18451,7763,23,3,18451,3,0,0,22,True,0,1
18452,7763,24,4,18452,4,0,0,21,False,0,0
18453,7764,21,1,18453,1,-20,0,21,False,2,0
18454,7764,22,2,18454,2,-30,0,21,True,3,1
18455,7764,23,3,18455,3,-40,0,20,False,4,0
18456,7764,24,4,18456,4,0,0,20,False,0,0
18457,7765,21,1,18457,1,0,0,21,False,0,0
18458,7765,22,2,18458,2,-40,0,21,False,4,0
18459,7765,23,3,18459,3,-50,0,21,True,5,1
18460,7765,24,4,18460,4,-20,0,20,False,2,0
18461,7766,21,1,18461,1,0,0,19,True,0,1
18462,7766,22,2,18462,2,0,0,18,False,0,0
18463,7766,23,3,18463,3,0,0,18,False,0,0
18464,7766,24,4,18464,4,0,0,18,False,0,0
18465,7767,21,1,18465,1,0,0,18,False,0,0
18466,7767,22,2,18466,2,-10,0,18,False,1,0
18467,7767,23,3,18467,3,0,0,18,False,0,0
18468,7767,24,4,18468,4,-40,0,18,True,4,1
18469,7768,21,1,18469,1,-60,0,21,True,6,1
18470,7768,22,2,18470,2,-10,0,20,False,1,0
18471,7768,23,3,18471,3,0,0,20,False,0,0
18472,7768,24,4,18472,4,-30,0,20,False,3,0
18473,7769,21,1,18473,1,-20,0,22,False,2,0
18474,7769,22,2,18474,2,-10,0,22,False,1,0
18475,7769,23,3,18475,3,-40,0,22,True,4,1
18476,7769,24,4,18476,4,-30,0,21,False,3,0
18477,7770,21,1,18477,1,-80,0,28,False,8,0
18478,7770,22,2,18478,2,-40,0,28,True,4,1
18479,7770,23,3,18479,3,-10,0,27,False,1,0
18480,7770,24,4,18480,4,-150,0,27,False,15,0
18481,7771,21,1,18481,1,-10,0,18,False,1,0
18482,7771,22,2,18482,2,-10,0,18,False,1,0
18483,7771,23,3,18483,3,-10,0,18,False,1,0
18484,7771,24,4,18484,4,-20,0,18,True,2,1
18485,7772,21,1,18485,1,-70,0,24,False,7,0
18486,7772,22,2,18486,2,-60,0,24,False,6,0
18487,7772,23,3,18487,3,-40,0,24,True,4,1
18488,7772,24,4,18488,4,-20,0,23,False,2,0
18489,7773,21,1,18489,1,-30,0,19,True,3,1
18490,7773,22,2,18490,2,0,0,18,False,0,0
18491,7773,23,3,18491,3,0,0,18,False,0,0
18492,7773,24,4,18492,4,0,0,18,False,0,0
18493,7774,21,1,18493,1,-20,0,23,True,2,1
18494,7774,22,2,18494,2,-10,0,22,False,1,0
18495,7774,23,3,18495,3,-30,0,22,False,3,0
18496,7774,24,4,18496,4,0,0,22,False,0,0
18497,7775,21,1,18497,1,-30,0,18,False,3,0
18498,7775,22,2,18498,2,-10,0,18,False,1,0
18499,7775,23,3,18499,3,-10,0,18,True,1,1
18500,7775,24,4,18500,4,-10,0,17,False,1,0
18501,7776,21,1,18501,1,-20,0,19,True,2,1
18502,7776,22,2,18502,2,-20,0,18,False,2,0
18503,7776,23,3,18503,3,-30,0,18,False,3,0
18504,7776,24,4,18504,4,0,0,18,False,0,0
18505,7777,21,1,18505,1,0,0,18,False,0,0
18506,7777,22,2,18506,2,0,0,18,False,0,0
18507,7777,23,3,18507,3,-20,0,18,True,2,1
18508,7777,24,4,18508,4,0,0,17,False,0,0
18509,7778,21,1,18509,1,-110,0,24,True,11,1
18510,7778,22,2,18510,2,-50,0,23,False,5,0
18511,7778,23,3,18511,3,-80,0,23,False,8,0
18512,7778,24,4,18512,4,-90,0,23,False,9,0
18513,7779,21,1,18513,1,-70,0,24,True,7,1
18514,7779,22,2,18514,2,0,0,23,False,0,0
18515,7779,23,3,18515,3,-30,0,23,False,3,0
18516,7779,24,4,18516,4,-30,0,23,False,3,0
18517,7780,21,1,18517,1,-10,0,18,False,1,0
18518,7780,22,2,18518,2,0,0,18,False,0,0
18519,7780,23,3,18519,3,-10,0,18,False,1,0
18520,7780,24,4,18520,4,0,0,18,True,0,1
18521,7781,21,1,18521,1,0,0,16,False,0,0
18522,7781,22,2,18522,2,-10,0,16,False,1,0
18523,7781,23,3,18523,3,0,0,16,True,0,1
18524,7781,24,4,18524,4,0,0,15,False,0,0
18525,7782,21,1,18525,1,-10,0,19,False,1,0
18526,7782,22,2,18526,2,-30,0,19,True,3,1
18527,7782,23,3,18527,3,0,0,18,False,0,0
18528,7782,24,4,18528,4,-20,0,18,False,2,0
18529,7783,21,1,18529,1,-50,0,22,True,5,1
18530,7783,22,2,18530,2,-10,0,21,False,1,0
18531,7783,23,3,18531,3,-10,0,21,False,1,0
18532,7783,24,4,18532,4,0,0,21,False,0,0
18533,7784,21,1,18533,1,-100,0,32,False,10,0
18534,7784,22,2,18534,2,-30,0,32,False,3,0
18535,7784,23,3,18535,3,-70,0,32,True,7,1
18536,7784,24,4,18536,4,-100,0,31,False,10,0
18537,7785,21,1,18537,1,0,0,20,False,0,0
18538,7785,22,2,18538,2,-20,0,20,True,2,1
18539,7785,23,3,18539,3,0,0,19,False,0,0
18540,7785,24,4,18540,4,0,0,19,False,0,0
18541,7786,21,1,18541,1,-30,0,22,False,3,0
18542,7786,22,2,18542,2,0,0,22,False,0,0
18543,7786,23,3,18543,3,-90,0,22,False,9,0
18544,7786,24,4,18544,4,0,0,22,True,0,1
18545,7787,21,1,18545,1,-30,0,22,True,3,1
18546,7787,22,2,18546,2,-10,0,21,False,1,0
18547,7787,23,3,18547,3,0,0,21,False,0,0
18548,7787,24,4,18548,4,0,0,21,False,0,0
18549,7788,21,1,18549,1,-30,0,22,False,3,0
18550,7788,22,2,18550,2,-40,0,22,False,4,0
18551,7788,23,3,18551,3,-50,0,22,False,5,0
18552,7788,24,4,18552,4,-20,0,22,True,2,1
18553,7789,21,1,18553,1,-10,0,21,False,1,0
18554,7789,22,2,18554,2,0,0,21,False,0,0
18555,7789,23,3,18555,3,0,0,21,False,0,0
18556,7789,24,4,18556,4,0,0,21,True,0,1
18557,7790,21,1,18557,1,0,0,19,False,0,0
18558,7790,22,2,18558,2,0,0,19,False,0,0
18559,7790,23,3,18559,3,-20,0,19,True,2,1
18560,7790,24,4,18560,4,-10,0,18,False,1,0
18561,7791,21,1,18561,1,0,0,24,False,0,0
18562,7791,22,2,18562,2,-40,0,24,False,4,0
18563,7791,23,3,18563,3,-20,0,24,True,2,1
18564,7791,24,4,18564,4,0,0,23,False,0,0
18565,7792,21,1,18565,1,-10,0,19,False,1,0
18566,7792,22,2,18566,2,0,0,19,False,0,0
18567,7792,23,3,18567,3,-10,0,19,False,1,0
18568,7792,24,4,18568,4,-10,0,19,True,1,1
18569,7793,21,1,18569,1,0,0,21,False,0,0
18570,7793,22,2,18570,2,0,0,21,False,0,0
18571,7793,23,3,18571,3,-40,0,21,True,4,1
18572,7793,24,4,18572,4,-30,0,20,False,3,0
18573,7794,21,1,18573,1,-20,0,19,True,2,1
18574,7794,22,2,18574,2,-20,0,18,False,2,0
18575,7794,23,3,18575,3,0,0,18,False,0,0
18576,7794,24,4,18576,4,-20,0,18,False,2,0
18577,7795,21,1,18577,1,-40,0,22,True,4,1
18578,7795,22,2,18578,2,0,0,21,False,0,0
18579,7795,23,3,18579,3,0,0,21,False,0,0
18580,7795,24,4,18580,4,-10,0,21,False,1,0
18581,7796,21,1,18581,1,-60,0,21,True,6,1
18582,7796,22,2,18582,2,-10,0,20,False,1,0
18583,7796,23,3,18583,3,0,0,20,False,0,0
18584,7796,24,4,18584,4,0,0,20,False,0,0
18585,7797,21,1,18585,1,-10,0,25,False,1,0
18586,7797,22,2,18586,2,-60,0,25,False,6,0
18587,7797,23,3,18587,3,-60,0,25,True,6,1
18588,7797,24,4,18588,4,-60,0,24,False,6,0
18589,7798,21,1,18589,1,0,0,22,False,0,0
18590,7798,22,2,18590,2,-30,0,22,False,3,0
18591,7798,23,3,18591,3,0,0,22,False,0,0
18592,7798,24,4,18592,4,-10,0,22,True,1,1
18593,7799,21,1,18593,1,0,0,25,False,0,0
18594,7799,22,2,18594,2,-30,0,25,True,3,1
18595,7799,23,3,18595,3,0,0,24,False,0,0
18596,7799,24,4,18596,4,0,0,24,False,0,0
18597,7800,21,1,18597,1,0,0,21,False,0,0
18598,7800,22,2,18598,2,-30,0,21,False,3,0
18599,7800,23,3,18599,3,0,0,21,False,0,0
18600,7800,24,4,18600,4,-10,0,21,True,1,1
18601,7801,19,1,18601,1,-10,0,24,False,1,0
18602,7801,19,2,18602,2,0,0,24,True,0,1
18603,7801,19,3,18603,3,0,0,23,False,0,0
18604,7801,19,4,18604,4,-10,0,23,False,1,0
18605,7802,19,1,18605,1,-20,0,19,True,2,1
18606,7802,19,2,18606,2,-20,0,18,False,2,0
18607,7802,19,3,18607,3,0,0,18,False,0,0
18608,7802,19,4,18608,4,0,0,18,False,0,0
18609,7803,19,1,18609,1,0,0,23,False,0,0
18610,7803,19,2,18610,2,-10,0,23,False,1,0
18611,7803,19,3,18611,3,-30,0,23,True,3,1
18612,7803,19,4,18612,4,-10,0,22,False,1,0
18613,7804,19,1,18613,1,-10,0,22,False,1,0
18614,7804,19,2,18614,2,-110,0,22,False,11,0
18615,7804,19,3,18615,3,-130,0,22,False,13,0
18616,7804,19,4,18616,4,0,0,22,True,0,1
18617,7805,19,1,18617,1,0,0,27,False,0,0
18618,7805,19,2,18618,2,-40,0,27,False,4,0
18619,7805,19,3,18619,3,-80,0,27,True,8,1
18620,7805,19,4,18620,4,-20,0,26,False,2,0
18621,7806,19,1,18621,1,-30,0,19,False,3,0
18622,7806,19,2,18622,2,-10,0,19,True,1,1
18623,7806,19,3,18623,3,0,0,18,False,0,0
18624,7806,19,4,18624,4,-10,0,18,False,1,0
18625,7807,19,1,18625,1,0,0,23,False,0,0
18626,7807,19,2,18626,2,-10,0,23,False,1,0
18627,7807,19,3,18627,3,-20,0,23,False,2,0
18628,7807,19,4,18628,4,-20,0,23,True,2,1
18629,7808,19,1,18629,1,-60,0,25,False,6,0
18630,7808,19,2,18630,2,-60,0,25,True,6,1
18631,7808,19,3,18631,3,-20,0,24,False,2,0
18632,7808,19,4,18632,4,-30,0,24,False,3,0
18633,7809,19,1,18633,1,-60,0,27,False,6,0
18634,7809,19,2,18634,2,-30,0,27,True,3,1
18635,7809,19,3,18635,3,-40,0,26,False,4,0
18636,7809,19,4,18636,4,-30,0,26,False,3,0
18637,7810,19,1,18637,1,0,0,20,False,0,0
18638,7810,19,2,18638,2,0,0,20,False,0,0
18639,7810,19,3,18639,3,0,0,20,True,0,1
18640,7810,19,4,18640,4,0,0,19,False,0,0
18641,7811,19,1,18641,1,-10,0,18,False,1,0
18642,7811,19,2,18642,2,-30,0,18,True,3,1
18643,7811,19,3,18643,3,-20,0,17,False,2,0
18644,7811,19,4,18644,4,-10,0,17,False,1,0
18645,7812,19,1,18645,1,-30,0,20,True,3,1
18646,7812,19,2,18646,2,-10,0,19,False,1,0
18647,7812,19,3,18647,3,-50,0,19,False,5,0
18648,7812,19,4,18648,4,-10,0,19,False,1,0
18649,7813,19,1,18649,1,-10,0,20,False,1,0
18650,7813,19,2,18650,2,0,0,20,False,0,0
18651,7813,19,3,18651,3,-40,0,20,True,4,1
18652,7813,19,4,18652,4,0,0,19,False,0,0
18653,7814,19,1,18653,1,0,0,22,False,0,0
18654,7814,19,2,18654,2,0,0,22,False,0,0
18655,7814,19,3,18655,3,0,0,22,False,0,0
18656,7814,19,4,18656,4,-10,0,22,True,1,1
18657,7815,19,1,18657,1,0,0,17,False,0,0
18658,7815,19,2,18658,2,-20,0,17,True,2,1
18659,7815,19,3,18659,3,0,0,16,False,0,0
18660,7815,19,4,18660,4,0,0,16,False,0,0
18661,7816,19,1,18661,1,0,0,18,False,0,0
18662,7816,19,2,18662,2,-40,0,18,False,4,0
18663,7816,19,3,18663,3,-30,0,18,True,3,1
18664,7816,19,4,18664,4,-10,0,17,False,1,0
18665,7817,19,1,18665,1,-20,0,22,False,2,0
18666,7817,19,2,18666,2,-10,0,22,True,1,1
18667,7817,19,3,18667,3,0,0,21,False,0,0
18668,7817,19,4,18668,4,0,0,21,False,0,0
18669,7818,19,1,18669,1,-20,0,19,True,2,1
18670,7818,19,2,18670,2,0,0,18,False,0,0
18671,7818,19,3,18671,3,-20,0,18,False,2,0
18672,7818,19,4,18672,4,-20,0,18,False,2,0
18673,7819,19,1,18673,1,-20,0,23,True,2,1
18674,7819,19,2,18674,2,-30,0,22,False,3,0
18675,7819,19,3,18675,3,0,0,22,False,0,0
18676,7819,19,4,18676,4,-10,0,22,False,1,0
18677,7820,19,1,18677,1,-20,0,23,True,2,1
18678,7820,19,2,18678,2,0,0,22,False,0,0
18679,7820,19,3,18679,3,-10,0,22,False,1,0
18680,7820,19,4,18680,4,0,0,22,False,0,0
18681,7821,19,1,18681,1,-60,0,21,True,6,1
18682,7821,19,2,18682,2,-20,0,20,False,2,0
18683,7821,19,3,18683,3,-40,0,20,False,4,0
18684,7821,19,4,18684,4,0,0,20,False,0,0
18685,7822,19,1,18685,1,-60,0,18,False,6,0
18686,7822,19,2,18686,2,-20,0,18,False,2,0
18687,7822,19,3,18687,3,-50,0,18,True,5,1
18688,7822,19,4,18688,4,-20,0,17,False,2,0
18689,7823,19,1,18689,1,0,0,21,False,0,0
18690,7823,19,2,18690,2,-20,0,21,False,2,0
18691,7823,19,3,18691,3,-10,0,21,True,1,1
18692,7823,19,4,18692,4,0,0,20,False,0,0
18693,7824,19,1,18693,1,0,0,18,False,0,0
18694,7824,19,2,18694,2,-10,0,18,False,1,0
18695,7824,19,3,18695,3,0,0,18,False,0,0
18696,7824,19,4,18696,4,-10,0,18,True,1,1
18697,7825,19,1,18697,1,-10,0,19,False,1,0
18698,7825,19,2,18698,2,0,0,19,False,0,0
18699,7825,19,3,18699,3,0,0,19,True,0,1
18700,7825,19,4,18700,4,0,0,18,False,0,0
18701,7826,19,1,18701,1,-10,0,19,False,1,0
18702,7826,19,2,18702,2,-10,0,19,True,1,1
18703,7826,19,3,18703,3,0,0,18,False,0,0
18704,7826,19,4,18704,4,-40,0,18,False,4,0
18705,7827,19,1,18705,1,-20,0,18,True,2,1
18706,7827,19,2,18706,2,0,0,17,False,0,0
18707,7827,19,3,18707,3,-10,0,17,False,1,0
18708,7827,19,4,18708,4,0,0,17,False,0,0
18709,7828,19,1,18709,1,0,0,20,False,0,0
18710,7828,19,2,18710,2,-10,0,20,False,1,0
18711,7828,19,3,18711,3,0,0,20,False,0,0
18712,7828,19,4,18712,4,-40,0,20,True,4,1
18713,7829,19,1,18713,1,0,0,19,False,0,0
18714,7829,19,2,18714,2,-10,0,19,False,1,0
18715,7829,19,3,18715,3,0,0,19,False,0,0
18716,7829,19,4,18716,4,0,0,19,True,0,1
18717,7830,19,1,18717,1,0,0,24,False,0,0
18718,7830,19,2,18718,2,0,0,24,False,0,0
18719,7830,19,3,18719,3,-30,0,24,True,3,1
18720,7830,19,4,18720,4,0,0,23,False,0,0
18721,7831,19,1,18721,1,-60,0,22,False,6,0
18722,7831,19,2,18722,2,-70,0,22,True,7,1
18723,7831,19,3,18723,3,0,0,21,False,0,0
18724,7831,19,4,18724,4,-30,0,21,False,3,0
18725,7832,19,1,18725,1,0,0,26,False,0,0
18726,7832,19,2,18726,2,-10,0,26,False,1,0
18727,7832,19,3,18727,3,-30,0,26,True,3,1
18728,7832,19,4,18728,4,-40,0,25,False,4,0
18729,7833,19,1,18729,1,0,0,22,False,0,0
18730,7833,19,2,18730,2,-20,0,22,False,2,0
18731,7833,19,3,18731,3,-40,0,22,True,4,1
18732,7833,19,4,18732,4,-10,0,21,False,1,0
18733,7834,19,1,18733,1,-10,0,21,True,1,1
18734,7834,19,2,18734,2,0,0,20,False,0,0
18735,7834,19,3,18735,3,0,0,20,False,0,0
18736,7834,19,4,18736,4,-10,0,20,False,1,0
18737,7835,19,1,18737,1,-20,0,20,True,2,1
18738,7835,19,2,18738,2,-50,0,19,False,5,0
18739,7835,19,3,18739,3,-60,0,19,False,6,0
18740,7835,19,4,18740,4,0,0,19,False,0,0
18741,7836,19,1,18741,1,-20,0,23,False,2,0
18742,7836,19,2,18742,2,-20,0,23,False,2,0
18743,7836,19,3,18743,3,-30,0,23,True,3,1
18744,7836,19,4,18744,4,-50,0,22,False,5,0
18745,7837,19,1,18745,1,-30,0,21,False,3,0
18746,7837,19,2,18746,2,-10,0,21,False,1,0
18747,7837,19,3,18747,3,-40,0,21,True,4,1
18748,7837,19,4,18748,4,0,0,20,False,0,0
18749,7838,19,1,18749,1,0,0,21,False,0,0
18750,7838,19,2,18750,2,-30,0,21,False,3,0
18751,7838,19,3,18751,3,-30,0,21,True,3,1
18752,7838,19,4,18752,4,-20,0,20,False,2,0
18753,7839,19,1,18753,1,-40,0,20,False,4,0
18754,7839,19,2,18754,2,-40,0,20,False,4,0
18755,7839,19,3,18755,3,-40,0,20,True,4,1
18756,7839,19,4,18756,4,-10,0,19,False,1,0
18757,7840,19,1,18757,1,-10,0,18,False,1,0
18758,7840,19,2,18758,2,-20,0,18,True,2,1
18759,7840,19,3,18759,3,0,0,17,False,0,0
18760,7840,19,4,18760,4,0,0,17,False,0,0
18761,7841,19,1,18761,1,-20,0,20,False,2,0
18762,7841,19,2,18762,2,-10,0,20,False,1,0
18763,7841,19,3,18763,3,-10,0,20,True,1,1
18764,7841,19,4,18764,4,-10,0,19,False,1,0
18765,7842,19,1,18765,1,0,0,20,False,0,0
18766,7842,19,2,18766,2,-10,0,20,False,1,0
18767,7842,19,3,18767,3,0,0,20,False,0,0
18768,7842,19,4,18768,4,-10,0,20,True,1,1
18769,7843,19,1,18769,1,-10,0,22,False,1,0
18770,7843,19,2,18770,2,-10,0,22,False,1,0
18771,7843,19,3,18771,3,-10,0,22,False,1,0
18772,7843,19,4,18772,4,0,0,22,True,0,1
18773,7844,19,1,18773,1,0,0,21,True,0,1
18774,7844,19,2,18774,2,0,0,20,False,0,0
18775,7844,19,3,18775,3,0,0,20,False,0,0
18776,7844,19,4,18776,4,-10,0,20,False,1,0
18777,7845,19,1,18777,1,-20,0,24,True,2,1
18778,7845,19,2,18778,2,-30,0,23,False,3,0
18779,7845,19,3,18779,3,-70,0,23,False,7,0
18780,7845,19,4,18780,4,-10,0,23,False,1,0
18781,7846,19,1,18781,1,0,0,18,False,0,0
