Wall time,Step,Value
1730541496.0760956,2500,745.3478393554688
1730541594.1230845,5000,1302.3115234375
1730541637.7206414,7500,432.9562683105469
1730541737.409297,10000,396.6677551269531
1730541751.3339462,12288,479.30816650390625
1730541813.2546825,12500,240.9511260986328
1730541867.6515095,15000,235.61572265625
1730541921.241365,17500,323.6754150390625
1730542005.5062687,20000,161.20240783691406
1730542092.8191004,22500,348.9405822753906
1730542102.0862076,24576,275.7511291503906
1730542195.7376235,25000,204.9539337158203
1730542268.4911962,27500,93.91471099853516
1730542327.4773746,30000,79.41169738769531
1730542378.0891352,32500,84.83452606201172
1730542383.9624956,34816,65.58077239990234
1730542459.9364312,35000,79.80110168457031
1730542544.9997633,37500,63.43086624145508
1730542632.9705973,40000,63.0303955078125
1730542699.7905316,42500,18.60733413696289
1730542789.5174546,45000,17.86102294921875
1730542795.3358853,47104,16.050989151000977
1730542869.3775122,47500,21.825937271118164
1730542946.6252937,50000,25.47366714477539
1730543030.88805,52500,22.20912742614746
1730543085.2759078,55000,20.704797744750977
1730543089.4335966,57344,11.514979362487793
1730543119.5703044,57500,16.0379638671875
1730543153.3741205,60000,8.7064208984375
1730543184.548179,62500,12.744876861572266
1730543223.2720869,65000,10.083491325378418
1730543265.1039364,67500,10.839077949523926
1730543267.8820693,69632,8.756421089172363
1730543299.866986,70000,5.187135219573975
1730543331.3352835,72500,10.094039916992188
1730543370.834325,75000,8.896369934082031
1730543410.3155658,77500,7.184174060821533
1730543414.6373374,79872,6.242247581481934
1730543446.0844727,80000,9.82695484161377
1730543494.560575,82500,4.0027947425842285
1730543530.360039,85000,8.491562843322754
1730543568.4813156,87500,7.590047359466553
1730543592.925539,90000,4.507218837738037
1730543595.858512,92160,2.9797258377075195
1730543627.7680683,92500,9.974656105041504
1730543664.5219626,95000,11.657078742980957
1730543698.8232057,97500,8.123942375183105
1730543721.9613369,100000,5.795377731323242
1730543724.6831086,102400,1.804131031036377
1730543757.2740974,102500,5.644510746002197
1730543787.9351535,105000,5.2212653160095215
1730543818.6919327,107500,5.1948089599609375
1730543854.4090984,110000,7.319117069244385
1730543886.8239954,112500,20.307918548583984
1730543889.7689,114688,4.685817241668701
1730543916.6041155,115000,6.785707950592041
1730543947.4256182,117500,8.774898529052734
1730543971.2040622,120000,8.116957664489746
1730543992.3980284,122500,3.551114320755005
1730543995.3203738,124928,10.033771514892578
1730544029.1994376,125000,6.766214370727539
1730544063.4723396,127500,3.226196050643921
1730544100.8603423,130000,4.278256893157959
1730544127.8821929,132500,5.32711124420166
1730544166.0200717,135000,5.306740760803223
1730544169.0484781,137216,3.0404622554779053
1730544197.4681082,137500,14.043346405029297
1730544228.9261837,140000,1.6131232976913452
1730544255.436916,142500,2.300537347793579
1730544285.9079518,145000,3.3358330726623535
1730544289.1562583,147456,1.7731338739395142
1730544329.2086356,147500,1.3704092502593994
1730544360.8180592,150000,2.3904523849487305
